Time,"Temp:Bigcore0_Thermal,0","Temp:Bigcore1_Thermal,0","Temp:Center_Thermal,0","Temp:Gpu_Thermal,0","Temp:Littlecore_Thermal,0","Temp:Npu_Thermal,0","Temp:Soc_Thermal,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7
2026-03-18_12:23:39,56.4,56.4,55.5,55.5,56.4,54.5,55.5,1472.0,1800.0,2208.0,408.0,15.4,0.0,0.0,0.0,0.0,87.5,14.3,0.0,0.0
2026-03-18_12:23:39,54.5,54.5,54.5,54.5,54.5,54.5,54.5,408.0,408.0,408.0,408.0,2.9,1.9,1.9,1.9,0.0,7.8,3.9,0.0,7.5
2026-03-18_12:23:40,54.5,54.5,54.5,54.5,54.5,54.5,54.5,408.0,408.0,408.0,408.0,3.8,7.4,0.0,0.0,0.0,15.4,3.8,1.9,5.7
2026-03-18_12:23:40,53.6,53.6,53.6,53.6,53.6,53.6,54.5,408.0,408.0,408.0,408.0,4.3,5.6,1.9,1.9,0.0,15.4,5.7,0.0,2.0
2026-03-18_12:23:41,53.6,53.6,53.6,53.6,54.5,54.5,53.6,408.0,408.0,408.0,408.0,5.8,7.5,0.0,7.7,0.0,23.1,0.0,0.0,3.8
2026-03-18_12:23:41,53.6,53.6,53.6,53.6,54.5,53.6,53.6,408.0,408.0,408.0,408.0,4.8,7.5,1.9,9.6,1.9,15.4,0.0,1.9,3.8
2026-03-18_12:23:42,53.6,53.6,53.6,53.6,53.6,53.6,53.6,408.0,408.0,408.0,408.0,6.4,7.3,0.0,9.6,1.9,18.9,0.0,3.8,3.8
2026-03-18_12:23:42,53.6,53.6,53.6,53.6,53.6,53.6,53.6,408.0,408.0,408.0,408.0,5.0,1.9,1.9,9.6,0.0,18.9,0.0,3.6,3.8
2026-03-18_12:23:43,53.6,53.6,53.6,53.6,53.6,53.6,53.6,408.0,408.0,408.0,408.0,5.3,1.9,0.0,9.4,1.9,17.6,0.0,5.6,7.5
2026-03-18_12:23:43,54.5,53.6,54.5,53.6,54.5,53.6,54.5,672.0,1200.0,408.0,408.0,8.4,5.7,3.8,13.7,0.0,26.9,0.0,7.3,9.8
2026-03-18_12:23:44,54.5,54.5,54.5,54.5,54.5,54.5,54.5,672.0,1200.0,408.0,408.0,4.8,1.9,0.0,7.7,0.0,19.2,1.9,0.0,7.7
2026-03-18_12:23:45,57.3,57.3,55.5,54.5,57.3,55.5,57.3,1608.0,1800.0,1608.0,1416.0,29.8,25.5,26.0,34.0,25.5,46.2,25.5,26.4,29.4
2026-03-18_12:23:45,68.4,68.4,61.9,60.1,65.6,61.9,65.6,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:46,71.2,71.2,62.8,61.9,68.4,64.7,67.5,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:46,72.1,73.0,64.7,63.8,70.2,65.6,69.3,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:47,73.9,73.9,65.6,63.8,71.2,67.5,70.2,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:47,74.8,74.8,66.5,65.6,72.1,68.4,71.2,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:48,75.8,75.8,67.5,66.5,73.9,69.3,72.1,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:48,76.7,76.7,68.4,67.5,73.9,70.2,73.0,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:49,77.6,77.6,69.3,67.5,74.8,70.2,73.9,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:49,78.5,78.5,69.3,68.4,75.8,71.2,74.8,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:50,78.5,79.5,70.2,69.3,76.7,72.1,74.8,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:50,79.5,80.4,71.2,69.3,77.6,72.1,75.8,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:51,80.4,80.4,71.2,70.2,77.6,73.0,76.7,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:51,81.3,81.3,71.2,70.2,77.6,73.9,76.7,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:52,81.3,81.3,72.1,71.2,78.5,73.9,77.6,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:52,81.3,82.2,73.0,71.2,79.5,74.8,77.6,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:53,82.2,82.2,73.0,72.1,79.5,74.8,78.5,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:53,82.2,82.2,73.9,72.1,80.4,74.8,78.5,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:54,83.2,83.2,73.9,73.0,80.4,75.8,79.5,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-18_12:23:54,83.2,84.1,73.9,73.0,80.4,75.8,79.5,2136.0,1800.0,2352.0,2256.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
