Time,"Temp:Bigcore0_Thermal,0","Temp:Bigcore1_Thermal,0","Temp:Center_Thermal,0","Temp:Gpu_Thermal,0","Temp:Littlecore_Thermal,0","Temp:Npu_Thermal,0","Temp:Soc_Thermal,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7
2026-03-26_07:48:21,63.8,63.8,55.5,54.5,61.9,57.3,61.0,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:21,63.8,64.7,55.5,54.5,61.9,57.3,61.0,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:22,64.7,64.7,56.4,54.5,61.9,57.3,61.0,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:22,64.7,64.7,55.5,54.5,61.9,57.3,61.0,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:23,64.7,64.7,56.4,54.5,61.9,57.3,61.0,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:23,64.7,64.7,56.4,54.5,61.9,58.2,61.0,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:24,64.7,64.7,56.4,54.5,61.9,58.2,61.0,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:24,64.7,64.7,56.4,54.5,62.8,57.3,61.0,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:25,64.7,65.6,56.4,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:25,64.7,65.6,56.4,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:26,64.7,65.6,56.4,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:26,64.7,64.7,56.4,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:27,64.7,65.6,56.4,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:28,65.6,65.6,56.4,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:28,65.6,65.6,56.4,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:29,65.6,65.6,57.3,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:29,65.6,65.6,57.3,55.5,62.8,58.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:30,65.6,65.6,57.3,55.5,62.8,59.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:30,65.6,65.6,57.3,55.5,63.8,59.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:31,65.6,65.6,57.3,55.5,63.8,59.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:31,65.6,65.6,57.3,55.5,63.8,59.2,61.9,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:32,65.6,65.6,57.3,55.5,63.8,59.2,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:32,65.6,66.5,57.3,56.4,63.8,59.2,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:33,65.6,66.5,57.3,56.4,63.8,59.2,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:33,65.6,66.5,57.3,56.4,63.8,59.2,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:34,66.5,66.5,57.3,56.4,63.8,59.2,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:34,66.5,66.5,57.3,56.4,63.8,59.2,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:35,66.5,66.5,58.2,56.4,63.8,60.1,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:35,66.5,66.5,57.3,56.4,63.8,59.2,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:36,66.5,66.5,58.2,56.4,63.8,60.1,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:36,66.5,66.5,58.2,56.4,63.8,60.1,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:37,66.5,66.5,58.2,56.4,63.8,60.1,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:37,66.5,66.5,57.3,56.4,63.8,60.1,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:38,66.5,66.5,58.2,56.4,63.8,60.1,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:38,66.5,66.5,58.2,56.4,63.8,60.1,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:39,66.5,66.5,58.2,56.4,63.8,60.1,62.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:39,66.5,67.5,58.2,56.4,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:40,67.5,67.5,58.2,56.4,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:40,66.5,67.5,58.2,56.4,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:41,66.5,67.5,58.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:41,67.5,67.5,58.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:42,66.5,67.5,58.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:42,67.5,67.5,59.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:43,67.5,67.5,59.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:43,67.5,67.5,59.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:44,67.5,67.5,58.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:44,67.5,67.5,59.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:45,67.5,67.5,59.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:45,67.5,67.5,59.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:46,67.5,67.5,59.2,57.3,64.7,61.0,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:46,67.5,67.5,59.2,57.3,65.6,61.0,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:47,67.5,67.5,59.2,57.3,64.7,60.1,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:47,67.5,67.5,59.2,58.2,65.6,61.0,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:48,67.5,67.5,59.2,57.3,65.6,61.0,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:48,67.5,67.5,59.2,58.2,65.6,61.0,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:49,67.5,67.5,59.2,58.2,65.6,61.0,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:49,67.5,68.4,59.2,58.2,65.6,61.0,63.8,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:50,67.5,68.4,60.1,58.2,65.6,61.0,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:50,67.5,68.4,59.2,58.2,65.6,61.0,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:51,68.4,68.4,59.2,58.2,65.6,61.9,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:51,68.4,68.4,60.1,58.2,65.6,61.0,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:52,68.4,68.4,60.1,58.2,65.6,61.0,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:52,68.4,68.4,60.1,58.2,65.6,61.0,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:53,68.4,68.4,59.2,58.2,65.6,61.9,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:53,68.4,68.4,59.2,58.2,65.6,61.0,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:54,68.4,68.4,60.1,58.2,65.6,61.9,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:54,68.4,68.4,60.1,58.2,65.6,61.9,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:55,68.4,68.4,60.1,58.2,65.6,61.0,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:55,68.4,68.4,59.2,58.2,65.6,61.9,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:56,68.4,68.4,60.1,58.2,65.6,61.9,64.7,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:56,68.4,69.3,60.1,59.2,65.6,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:57,68.4,68.4,60.1,59.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:57,68.4,68.4,60.1,59.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:58,68.4,69.3,60.1,59.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:58,68.4,68.4,60.1,59.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:59,68.4,68.4,60.1,58.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:48:59,68.4,68.4,60.1,59.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:49:00,68.4,69.3,60.1,59.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:49:00,68.4,69.3,60.1,59.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-03-26_07:49:01,68.4,69.3,60.1,59.2,66.5,61.9,65.6,2120.0,1800.0,2256.0,2304.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
